Drug Name,gene_name,entrez
nepafenac,PTGS2,5743
plerixafor,CXCR4,7852
pralatrexate,DHFR,1719
pralatrexate,TYMS,7298
protokylol,ADRB2,154
tinzaparin,SERPINC1,462
tinzaparin,ITGA4,3676
tinzaparin,CXCL12,6387
triptorelin,GNRHR,2798
5-[2-(1h-pyrrol-1-yl)ethoxy]-1h-indole,LTA4H,4048
4-bromo-3-(carboxymethoxy)-5-[3-(cyclohexylamino)phenyl]thiophene-2-carboxylic acid,PTPN1,5770
"(1-hydroxyheptane-1,1-diyl)bis(phosphonic acid)",GGPS1,9453
2-((9h-purin-6-ylthio)methyl)-5-chloro-3-(2-methoxyphenyl)quinazolin-4(3h)-one,PIK3CG,5294
2-((9h-purin-6-ylthio)methyl)-5-chloro-3-(2-methoxyphenyl)quinazolin-4(3h)-one,PIK3CD,5293
prinaberel,ESR2,2100
prinaberel,NCOA1,8648
1-cyclohexyl-n-{[1-(4-methylphenyl)-1h-indol-3-yl]methyl}methanamine,ESRRA,2101
"n-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1h-pyrrolo[2,3-b]pyridin-2-yl)-1h-indole-5-carboxamide",SYK,6850
(2s)-2-[3-(aminomethyl)phenyl]-3-{(s)-hydroxy[(1r)-2-methyl-1-{[(2-phenylethyl)sulfonyl]amino}propyl]phosphoryl}propanoic acid,CPB1,1360
"n-(5-{4-chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",PIK3CG,5294
"n-(5-{4-chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",PIK3C3,5289
"(2r)-n~4~-hydroxy-2-(3-hydroxybenzyl)-n~1~-[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]butanediamide",ADAMTS5,11096
methyl l-phenylalaninate,F2,2147
"diethyl [(1r)-1,5-diaminopentyl]boronate",PRSS1,5644
"[(2r)-1-[(2s)-2-[[(2s,3s)-1-chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",F2,2147
(4r)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,PDE4A,5141
(4r)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,PDE4D,5144
"2',5'-dideoxy-adenosine 3'-monophosphate",GNAS,2778
"2',5'-dideoxy-adenosine 3'-monophosphate",ADCY2,108
"2',5'-dideoxy-adenosine 3'-monophosphate",ADCY5,111
"4-[(7-oxo-7h-thiazolo[5,4-e]indol-8-ylmethyl)-amino]-n-pyridin-2-yl-benzenesulfonamide",CCNA2,890
"4-[(7-oxo-7h-thiazolo[5,4-e]indol-8-ylmethyl)-amino]-n-pyridin-2-yl-benzenesulfonamide",CDK2,1017
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,PRSS1,5644
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,F2,2147
"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",TPSAB1,7177
"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",TPSAB1,7177
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,PRSS1,5644
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,F2,2147
n-(pyridin-3-ylmethyl)aniline,LTA4H,4048
chir-124,CHEK1,1111
n-cycloheptylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,PRSS1,5644
n-cycloheptylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,F2,2147
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,PLAU,5328
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,PRSS1,5644
6-fluoro-2-[2-hydroxy-3-(2-methyl-cyclohexyloxy)-phenyl]-1h-indole-5-carboxamidine,PLAU,5328
n-(4-carbamimidoyl-3-choro-phenyl)-2-hydroxy-3-iodo-5-methyl-benzamide,PLAU,5328
n-cyclooctylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,F2,2147
n-cyclooctylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,PRSS1,5644
n-allyl-5-amidinoaminooxy-propyloxy-3-chloro-n-cyclopentylbenzamide,F2,2147
6-(2-hydroxy-cyclopentyl)-7-oxo-heptanamidine,F2,2147
2-hydroxy-5-(2-mercapto-ethylsulfamoyl)-benzoic acid,CASP3,836
6-carbamimidoyl-2-[2-hydroxy-6-(4-hydroxy-phenyl)-indan-1-yl]-hexanoic acid,F2,2147
6-carbamimidoyl-2-[2-hydroxy-5-(3-methoxy-phenyl)-indan-1-yl]-hexanoic acid,F2,2147
"3,6,9,12,15,18-hexaoxaicosane",PIN1,5300
n-(3-chlorobenzyl)-1-(4-methylpentanoyl)-l-prolinamide,F2,2147
1-[2-amino-2-cyclohexyl-acetyl]-pyrrolidine-3-carboxylic acid 5-chloro-2-(2-ethylcarbamoyl-ethoxy)-benzylamide,F2,2147
tetrahydrogestrinone,AR,367
17-methyl-17-alpha-dihydroequilenin,ESR1,2099
17-methyl-17-alpha-dihydroequilenin,NCOA2,10499
erb-196,ESR2,2100
erb-196,NCOA1,8648
"n-{5-[4-(4-methylpiperazin-1-yl)phenyl]-1h-pyrrolo[2,3-b]pyridin-3-yl}nicotinamide",CHEK1,1111
"n,n-dimethyl-4-(4-phenyl-1h-pyrazol-3-yl)-1h-pyrrole-2-carboxamide",MAPK1,5594
1-[(2r)-2-aminobutanoyl]-n-(3-chlorobenzyl)-l-prolinamide,F2,2147
"5-(4'-amino-1'-ethyl-5',8'-difluoro-1'h-spiro[piperidine-4,2'-quinazoline]-1-ylcarbonyl)picolinonitrile",NOS2,4843
"(1s)-2-[(2s,5r)-2-(aminomethyl)-5-prop-1-yn-1-ylpyrrolidin-1-yl]-1-cyclopentyl-2-oxoethanamine",DPP4,1803
1-[1-(3-aminophenyl)-3-tert-butyl-1h-pyrazol-5-yl]-3-naphthalen-1-ylurea,SRC,6714
1-[1-(3-aminophenyl)-3-tert-butyl-1h-pyrazol-5-yl]-3-naphthalen-1-ylurea,MAPK14,1432
1-[1-(3-aminophenyl)-3-tert-butyl-1h-pyrazol-5-yl]-3-phenylurea,SRC,6714
4-hydroxy-n'-(4-isopropylbenzyl)benzohydrazide,ESRRG,2104
4-hydroxy-n'-(4-isopropylbenzyl)benzohydrazide,NRIP1,8204
"[(3s)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",PTPN1,5770
"(13r,15s)-13-methyl-16-oxa-8,9,12,22,24-pentaazahexacyclo[15.6.2.16,9.1,12,15.0,2,7.0,21,25]heptacosa-1(24),2,4,6,17(25),18,20-heptaene-23,26-dione",CDK2,1017
"5-{[(4-amino-3-chloro-5-fluorophenyl)sulfonyl]amino}-1,3,4-thiadiazole-2-sulfonamide",CA2,760
"(5s)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-n-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",MAP2K1,5604
1-dodecanol,FAAH,2166
"1-(4-fluorophenyl)-n-[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",MET,4233
"3-[3-chloro-5-(5-{[(1s)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",PLK1,5347
"4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol",ESR1,2099
"4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol",NCOA2,10499
"n-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-2,3-dihydro-4h-1,4-benzothiazin-4-yl]ethyl}acetamide",REN,5972
1-[4-(hydroxymethyl)phenyl]guanidine,PRSS8,5652
2-(2-hydroxy-cyclopentyl)-pent-4-enal,CELA2A,63036
p-cumylphenol,ESRRG,2104
"(2s,3s,4e,6e,8s,9s)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",PPP2R5C,5527
"(2s,3s,4e,6e,8s,9s)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",PPP2CA,5515
"(2s,3s,4e,6e,8s,9s)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",PPP2R1A,5518
"(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid",NCOA1,8648
"(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid",PPARG,5468
"1-ethyl-n-(phenylmethyl)-4-(tetrahydro-2h-pyran-4-ylamino)-1h-pyrazolo[3,4-b]pyridine-5-carboxamide",PDE4B,5142
d-leucyl-n-(3-chlorobenzyl)-l-prolinamide,F2,2147
"undeca-3,7-diene-1,3,7,11-tetracarbaldehyde",LYZ,4069
"1-({2-[2-(4-chlorophenyl)ethyl]-1,3-dioxolan-2-yl}methyl)-1h-imidazole",HMOX1,3162
"n-[2-(1,3-benzodioxol-5-yl)ethyl]-1-[2-(1h-imidazol-1-yl)-6-methylpyrimidin-4-yl]-d-prolinamide",NOS2,4843
(4-fluorophenyl)(pyridin-4-yl)methanone,LTA4H,4048
2-(2-methylphenyl)-1h-indole-6-carboximidamide,PRSS1,5644
d-phenylalanyl-n-(3-chlorobenzyl)-l-prolinamide,F2,2147
eribaxaban,F10,2159
(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-hydroxy{(1r)-2-methyl-1-[(phenylsulfonyl)amino]propyl}phosphoryl]propanoic acid,CPB1,1360
2-(3-methylphenyl)-1h-indole-5-carboximidamide,PRSS1,5644
(2r)-2-benzyl-3-nitropropanoic acid,CPA1,1357
3-(2-aminoquinazolin-6-yl)-4-methyl-n-[3-(trifluoromethyl)phenyl]benzamide,LCK,3932
"(9z,11e,13s)-13-hydroxyoctadeca-9,11-dienoic acid",PPARG,5468
[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile,ESR2,2100
[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile,NCOA1,8648
[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile,ESR1,2099
(2s)-2-{[hydroxy(4-iodobenzyl)phosphoryl]methyl}pentanedioic acid,FOLH1,2346
1-butanoyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,F2,2147
"n-[amino(imino)methyl]-2-(2,5-diphenyl-1h-pyrrol-1-yl)acetamide",BACE1,23621
"(1-hydroxynonane-1,1-diyl)bis(phosphonic acid)",GGPS1,9453
"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",PDPK1,5170
n-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,MAPK10,5602
n-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-l-prolinamide,F2,2147
"4-(6-hydroxy-benzo[d]isoxazol-3-yl)benzene-1,3-diol",ESR2,2100
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3h-benzimidazol-5-yl]oxy]-n-methyl-pyridine-2-carboxamide,KDR,3791
"n-(trans-4-{(1s,2s)-2-amino-3-[(3s)-3-fluoropyrrolidin-1-yl]-1-methyl-3-oxopropyl}cyclohexyl)-n-methylacetamide",DPP4,1803
"n-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",MAPK14,1432
(z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,S100B,6285
n-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-l-prolinamide,F2,2147
(3s)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,ADAM17,6868
n-(3-cyclopropyl-1h-pyrazol-5-yl)-2-(2-naphthyl)acetamide,CCNA2,890
n-(3-cyclopropyl-1h-pyrazol-5-yl)-2-(2-naphthyl)acetamide,CDK2,1017
n-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2h-pyran-4-carboxamide,ADAMTS5,11096
1-[(2r)-2-aminobutanoyl]-n-(4-carbamimidoylbenzyl)-l-prolinamide,F2,2147
2-anilino-6-cyclohexylmethoxypurine,CCNA2,890
2-anilino-6-cyclohexylmethoxypurine,CDK2,1017
(3r)-3-ethyl-n-[(4-methylphenyl)sulfonyl]-l-aspartic acid,CELA1,1990
2-chloro-5-(3-chloro-phenyl)-6-[(4-cyano-phenyl)-(3-methyl-3h-imidazol-4-yl)- methoxymethyl]-nicotinonitrile,FNTA,2339
2-chloro-5-(3-chloro-phenyl)-6-[(4-cyano-phenyl)-(3-methyl-3h-imidazol-4-yl)- methoxymethyl]-nicotinonitrile,FNTB,2342
"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",CA2,760
"n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",HSP90AA1,3320
"4-chloro-6-(4-{4-[4-(methylsulfonyl)benzyl]piperazin-1-yl}-1h-pyrazol-5-yl)benzene-1,3-diol",HSP90AA1,3320
"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-piperazin-1-yl-1h-pyrazole-3-carboxamide",HSP90AA1,3320
(2s)-1-(3h-indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,PRKACA,5566
(2s)-1-(3h-indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,PKIA,5569
"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",HSP90AA1,3320
jnj-27390467,TPSB2,64499
"3-[3-(3-methyl-6-{[(1s)-1-phenylethyl]amino}-1h-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",PLK1,5347
"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)isoxazole-3-carboxamide",HSP90AA1,3320
hexylphosphonic acid (r)-2-methyl-3-phenylpropyl ester,lipA,3988
hexylphosphonic acid (s)-2-methyl-3-phenylpropyl ester,lipA,3988
"6-ethyl-5-[9-(3-methoxypropyl)-9h-carbazol-2-yl]pyrimidine-2,4-diamine",REN,5972
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide",HSP90AA1,3320
"n-{2-[(4'-cyano-1,1'-biphenyl-4-yl)oxy]ethyl}-n'-hydroxy-n-methylurea",MMP8,4317
"7a-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7a-tetrahydro-1h-pyrrolo[1,2-a]pyrrole-7-carbonitrile",ITGAL,3683
bisphenol a,ESRRG,2104
"1-(5-oxo-2,3,5,9b-tetrahydro-1h-pyrrolo[2,1-a]isoindol-9-yl)-3-(5-pyrrolidin-2-yl-1h-pyrazol-3-yl)-urea",CDK2,1017
(2s)-1-{[5-(1h-indazol-5-yl)-3-pyridinyl]oxy}-3-(7ah-indol-3-yl)-2-propanamine,PRKACA,5566
"5-(dodecylthio)-1h-1,2,3-triazole-4-carboxylic acid",HAO1,54363
(2s)-2-(1h-indol-3-yl)hexanoic acid,SKP1,6500
(2s)-2-(1h-indol-3-yl)pentanoic acid,SKP1,6500
(2s)-8-[(tert-butoxycarbonyl)amino]-2-(1h-indol-3-yl)octanoic acid,SKP1,6500
"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",CDK2,1017
"(1r,2r,3r,4s,5r)-4-(benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol",MAN2A1,4124
"2-chloro-n-[(1r,2r)-1-hydroxy-2,3-dihydro-1h-inden-2-yl]-6h-thieno[2,3-b]pyrrole-5-carboxamide",PYGM,5837
(r)-atenolol,LTF,4057
(r)-atenolol,PLA2G2E,30814
{4-[2-benzyl-3-methoxy-2-(methoxycarbonyl)-3-oxopropyl]phenyl}sulfamic acid,PTPRB,5787
"4-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid",UNG,7374
"n-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1r)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",MAPK14,1432
"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",HSD11B1,3290
"(2s,3s)-4-cyclopropyl-3-{(3r,5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",DPP4,1803
"(2s,3s)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",DPP4,1803
n-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,MET,4233
d-leucyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,F2,2147
"2-(4-fluorophenyl)-n-{[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",MET,4233
plx-4720,BRAF,673
"n-{2,4-difluoro-3-[(5-pyridin-3-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",BRAF,673
"(3s,5e)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2h)-imine",NOS3,4846
4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,NOS2,4843
"(2s)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",NOS2,4843
2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-n-methylhydrazinecarbothioamide,S100B,6285
d-phenylalanyl-n-{4-[amino(iminio)methyl]benzyl}-l-prolinamide,F2,2147
"9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione",WEE1,7465
"(3r)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",NOS2,4843
"4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]pyrimidine",NOS2,4843
"2-(5-hydroxy-naphthalen-1-yl)-1,3-benzooxazol-6-ol",NCOA1,8648
"2-(5-hydroxy-naphthalen-1-yl)-1,3-benzooxazol-6-ol",ESR2,2100
n-benzyl-4-[4-(3-chlorophenyl)-1h-pyrazol-3-yl]-1h-pyrrole-2-carboxamide,MAPK1,5594
n-benzyl-4-[4-(3-chlorophenyl)-1h-pyrazol-3-yl]-1h-pyrrole-2-carboxamide,MAPK10,5602
"(3s)-1-(1,3-benzodioxol-5-ylmethyl)-3-[4-(1h-imidazol-1-yl)phenoxy]piperidine",NOS2,4843
tert-butyl 4-({[4-(but-2-yn-1-ylamino)phenyl]sulfonyl}methyl)-4-[(hydroxyamino)carbonyl]piperidine-1-carboxylate,MMP13,4322
"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",GSK3B,2932
"(3r,4r)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",DPP4,1803
"(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",F2,2147
"(5s)-2-{[(1s)-1-(4-fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5h)-one",HSD11B1,3290
"n-[(5r,14r)-5-amino-5,14-dimethyl-4-oxo-3-oxa-18-azatricyclo[15.3.1.1~7,11~]docosa-1(21),7(22),8,10,17,19-hexaen-19-yl]-n-methylmethanesulfonamide",BACE1,23621
"n-{3-[5-(1h-1,2,4-triazol-3-yl)-1h-indazol-3-yl]phenyl}furan-2-carboxamide",MAPK9,5601
"(7r,8r)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",DPP4,1803
3-hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,F11,2160
"(1r)-2-[(diaminomethylene)amino]-1-{4-[(4r)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",F11,2160
"2-(3,4-dihydroxyphenyl)-8-(1,1-dioxidoisothiazolidin-2-yl)-3-hydroxy-6-methyl-4h-chromen-4-one",CDK2,1017
3-(5-{[4-(aminomethyl)piperidin-1-yl]methyl}-1h-indol-2-yl)quinolin-2(1h)-one,CHEK1,1111
"(1s,5s,7r)-n~7~-(biphenyl-4-ylmethyl)-n~3~-hydroxy-6,8-dioxa-3-azabicyclo[3.2.1]octane-3,7-dicarboxamide",MMP12,4321
d-phenylalanyl-n-(3-fluorobenzyl)-l-prolinamide,F2,2147
(2-{[(4-bromo-2-fluorobenzyl)amino]carbonyl}-5-chlorophenoxy)acetic acid,AKR1B1,231
"4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]-6-methylpyrimidine",NOS2,4843
(5-chloro-2-{[(3-nitrobenzyl)amino]carbonyl}phenoxy)acetic acid,AKR1B1,231
"3-fluoro-4-{[(2r)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",RARG,5916
2-(4-hydroxy-phenyl)benzofuran-5-ol,ESR2,2100
5-hydroxy-3-[(1r)-1-(1h-pyrrol-2-yl)ethyl]-2h-indol-2-one,PDPK1,5170
"2,2'-{[9-(hydroxyimino)-9h-fluorene-2,7-diyl]bis(oxy)}diacetic acid",CHEK1,1111
"(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",ESR2,2100
(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol,CHEK1,1111
2-(cyclohexylamino)benzoic acid,CHEK1,1111
(2s)-n-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide,AR,367
"(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",BAG1,573
"(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",HSPA8,3312
"2-[(2-chloro-4-iodophenyl)amino]-n-{[(2r)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",MAP2K1,5604
"n-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide",CA2,760
(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,HSD11B1,3290
"5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide",CA2,760
"3,5-dimethyl-1-phenyl-1h-pyrazole-4-carboxylic acid ethyl ester",PDE4D,5144
5'-s-ethyl-5'-thioadenosine,ahcY,191
2-{5-[3-(7-propyl-3-trifluoromethylbenzo[d]isoxazol-6-yloxy)propoxy]indol-1-yl}ethanoic acid,PPARG,5468
(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol,CDK2,1017
"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-n,n-diethylacetamide",HSD11B1,3290
"5-[1-(4-methoxyphenyl)-1h-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3h)-thione",GSK3B,2932
"n-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-2,3-dihydro-4h-1,4-benzoxazin-4-yl]ethyl}acetamide",REN,5972
3-(indol-3-yl) lactate,HAO1,54363
"1-(cyclohexylamino)-3-(6-methyl-3,4-dihydro-1h-carbazol-9(2h)-yl)propan-2-ol",NMT2,9397
lidorestat,AKR1B1,231
"(4r)-4-(3-hydroxyphenyl)-n,n,7,8-tetramethyl-3,4-dihydroisoquinoline-2(1h)-carboxamide",KIF11,3832
"5-(2,3-dichlorophenyl)-n-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",CDK2,1017
"2-chloro-n-[(3r)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl]-6h-thieno[2,3-b]pyrrole-5-carboxamide",PYGM,5837
"(2s,3s)-3-{3-[4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-oxo-1-pyrrolidin-1-ylbutan-2-amine",DPP4,1803
"(4-{4-[(tert-butoxycarbonyl)amino]-2,2-bis(ethoxycarbonyl)butyl}phenyl)sulfamic acid",PTPRB,5787
m-hydroxyhippuric acid,KYNU,8942
(2s)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,PPARD,5467
"(r)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)phenethyl)guanidine",F11,2160
"(1s,2r,5s)-5-[3-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8h)-yl]-2-(2,4,5-trifluorophenyl)cyclohexanamine",DPP4,1803
"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4h)-one",PIK3CG,5294
6-carbamimidoyl-4-(3-hydroxy-2-methyl-benzoylamino)-naphthalene-2-carboxylic acid methyl ester,F11,2160
3-(5-{[4-(aminomethyl)piperidin-1-yl]methyl}-1h-indol-2-yl)-1h-indazole-6-carbonitrile,CHEK1,1111
6-[(z)-amino(imino)methyl]-n-[3-(cyclopentyloxy)phenyl]-2-naphthamide,PLAU,5328
"(r)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)phenyl)guanidine",F11,2160
"(3z)-6-(4-hydroxy-3-methoxyphenyl)-3-(1h-pyrrol-2-ylmethylene)-1,3-dihydro-2h-indol-2-one",CHEK1,1111
3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,ADAM17,6868
to-901317,NR1H2,7376
to-901317,NCOA2,10499
to-901317,RXRB,6257
to-901317,NR1H3,10062
to-901317,NCOA1,8648
